Kode	Tekst
KTAB01	Lumbal perfusionsundersøgelse
KTAB10	Suboccipitalpunktur
KTAB20	Epiduralpunktur
KTAB30	Epidural blood-patch
KTAW	Andre mindre neurokirurgiske procedurer
KTAW00	Lumbal drænage af cerebrospinalvæske
KTAW99	Anden mindre neurokirurgisk procedure
KTB	Mindre kirurgiske procedurer på endokrine organer
KTBA	Mindre kirurgiske procedurer på skjoldbruskkirtel
KTBA00	Punktur af skjoldbruskkirtel
KTBA10	Nålebiopsi af skjoldbruskkirtel
KTBA20	Cytologisk punktur af skjoldbruskkirtel
KTBA30	Perkutan sklerosering af cyste i skjoldbruskkirtel
KTBB	Mindre kirurgiske procedurer på biskjoldbruskkirtel
KTBB00	Punktur af biskjoldbruskkirtel
KTBB10	Nålebiopsi af biskjoldbruskkirtel
KTBC	Mindre kirurgiske procedurer på binyre
KTBC00	Nålebiopsi af binyre
KTBC10	Cytologisk punktur af binyre
KTBW	Andre mindre kirurgiske procedurer på endokrine organer
KTBW99	Anden mindre procedure på endokrint organ
KTC	Mindre kirurgiske procedurer på øje og øjenomgivelser
KTCA	Mindre kirurgiske procedurer i øjenhule
KTCA00	Nålebiopsi af øjenhule
KTCA10	Cytologisk punktur af øjenhule
KTCA15	Retrobulbær injektion af lægemiddel i øjenhule
KTCA20	Peribulbær injektion af lægemiddel i øjenhule
KTCB	Mindre kirurgiske procedurer på øjenlåg
KTCB00	Nålebiopsi af øjenlåg
KTCB10	Epilation af cilier
KTCB20	Injektion af lægemiddel i øjenlåg
KTCB30	Fjernelse af ptosesutur
KTCC	Mindre kirurgiske procedurer på tårekanal
KTCC00	Nålebiopsi af tårekirtel
KTCC10	Sondering af tårekanal
KTCC20	Dilatation af tårekanal
KTCC30	Indlæggelse af tube i tårekanal
KTCE	Mindre kirurgiske procedurer på øjenmuskler
KTCE00	Injektion af lægemiddel i øjenmuskel
KTCF	Mindre kirurgiske procedurer på konjunktiva
KTCF00	Subkonjunktival injektion af lægemiddel
KTCG	Mindre kirurgiske procedurer på hornhinde og sklera
KTCG00	Behandling med bandagelinse
KTCG10	Fjernelse af corneasutur
KTCG15	Injektion af luft i forreste øjenkammer
KTCG20	Laser suturlyse i hornhinde og sklera
KTCG25	Sekundær suturering af hornhindetransplantat
KTCG30	Skrab af hornhinde
KTCH	Mindre kirurgiske procedurer på forreste øjenkammer, iris og corpus ciliare
KTCH10	Aspiration fra forreste øjenkammer
KTCH20	Nålebiopsi af iris
KTCH30	Nålebiopsi af corpus ciliare
KTCK	Mindre kirurgiske procedurer på choroidea, corpus vitreum og nethinde
KTCK00	Fotosensitisering af choroidea og nethinde
KTCK10	Nålebiopsi af choroidea
KTCK20	Nålebiopsi af corpus vitreum
KTCK30	Nålebiopsi af nethinde
KTCW	Andre mindre kirurgiske procedurer på øje og øjenomgivelser
KTCW99	Anden mindre operation på øje eller øjenomgivelser
KTD	Mindre kirurgiske procedurer på øre, næse og strubehoved
KTDA	Biopsier af ydre øre og øregang
KTDA00	Biopsi af ydre øre eller øregang
KTDA10	Nålebiopsi af ydre øre eller øregang
KTDB	Mindre kirurgiske procedurer på øregang
KTDB00	Fjernelse af fremmedlegeme fra øregang
KTDC	Mindre kirurgiske procedurer på trommehinde
KTDC00	Nålebiopsi af trommehinde
KTDH	Mindre kirurgiske procedurer på næse
KTDH00	Nålebiopsi af næse
KTDH05	Biopsi af ydre næse
KTDH10	Fjernelse af fremmedlegeme fra næsehulen
KTDH15	Oprensning i næsehule
KTDH20	Kryoterapi af næseslimhinde
KTDJ	Mindre kirurgiske procedurer på næseskillevæg
KTDJ00	Nålebiopsi af næseskillevæg
KTDM	Mindre kirurgiske procedurer på kæbehule
KTDM00	Nålebiopsi af kæbehule
KTDM10	Punktur og skylning af kæbehule
KTDN	Mindre kirurgiske procedurer på sinus ethmoidales og os ethmoidale
KTDN00	Nålebiopsi af sinus ethmoidales og os ethmoidale
KTDP	Mindre kirurgiske procedurer på pandehule og sinus sphenoidalis
KTDP00	Nålebiopsi af pandehule
KTDP10	Nålebiopsi af sinus sphenoidalis
KTDQ	Mindre kirurgiske procedurer på strubehoved
KTDQ00	Nålebiopsi af strubehoved
KTDW	Andre mindre kirurgiske procedurer på øre, næse, hals og strubehoved
KTDW00	Anden mindre operation på øre, næse, hals eller strubehoved
KTE	Mindre kirurgiske procedurer på læber, tænder, kæber, mund og svælg
KTEA	Mindre kirurgiske procedurer på læber
KTEA00	Biopsi af læbe
KTEA10	Nålebiopsi af læbe
KTEA10A	Nålebiopsi af underlæbe
KTEA10B	Nålebiopsi af overlæbe
KTEB	Mindre kirurgiske procedurer på tænder
KTEB40	Drænage af odontogen absces gennem tand
KTEB42	Drænage af odontogen absces gennem mundslimhinden
KTEB44	Drænage af odontogen absces gennem huden
KTEC	Mindre kirurgiske procedurer på slimhinde i mundhule
KTEC00	Nålebiopsi af mundslimhinde
KTEC10	Cytologisk skrab af mundslimhinde
KTEC20	Kryoterapi af mundslimhinde
KTED	Mindre kirurgiske procedurer på underkæbe
KTED00	Lukket reposition af kæbeledsluksation
KTED10	Nålebiopsi af underkæbe
KTEE	Mindre kirurgiske procedurer på overkæbe
KTEE00	Nålebiopsi af overkæbe
KTEF	Mindre kirurgiske procedurer på kæber og ansigtsknogler
KTEF50	Indsættelse af knoglemarkør på kæbe eller ansigtsknogle
KTEG	Mindre kirurgiske procedurer på kæbeled
KTEG00	Nålebiopsi af kæbeled
KTEG10	Artrocentese af kæbeled
KTEH	Mindre kirurgiske procedurer på ganer
KTEH00	Nålebiopsi af gane
KTEJ	Mindre kirurgiske procedurer på tunge og mundbund
KTEJ00	Nålebiopsi af tunge eller mundbund
KTEK	Mindre kirurgiske procedurer på kind
KTEK00	Nålebiopsi af kind
KTEL	Mindre kirurgiske procedurer på spytkirtler
KTEL00	Nålebiopsi af spytkirtel
KTEM	Mindre kirurgiske procedurer på tonsiller og adenoidt væv
KTEM00	Nålebiopsi af tonsil eller adenoidt væv
KTEN	Mindre kirurgiske procedurer på svælg
KTEN00	Nålebiopsi af svælg
KTEW	Andre mindre kirurgiske procedurer på læber, tænder, kæber, mund og svælg
KTEW99	Anden mindre operation på læber, tænder, kæber, mund eller svælg
KTF	Mindre hjertekirurgiske procedurer
KTFC	Hjertekaterisation
KTFC00	Højresidig hjertekaterisation
KTFC00A	Hjertekateterisation, højresidig med vasodilatationstest
KTFC10	Venstresidig hjertekaterisation
KTFC10A	Venstresidig transseptal hjertekateterisation
KTFC10B	Venstresidig retrograd hjertekateterisation
KTFE	Mindre kirurgiske procedurer på perikardie
KTFE00	Perikardiocentese
KTFJ	Mindre kirurgiske procedurer på hjertet
KTFJ00	Hjertepunktur
KTFW	Andre mindre kirurgiske procedurer på hjertet og store intratorakale kar
KTFW99	Anden mindre hjerteoperation
KTG	Mindre thoraxkirurgiske procedurer
KTGA	Mindre kirurgiske procedurer på brystvæg og i brysthule
KTGA00	Nålebiopsi af brystvæg
KTGA10	Nålebiopsi af pleura
KTGA20	Nålebiopsi af diafragma
KTGA25	Sternalpunktur
KTGA26	Knoglemarvsbiopsi fra sternum
KTGA30	Torakocentese
KTGA30A	Diagnostisk torakocentese
KTGA30B	Terapeutisk torakocentese
KTGA40	Terapeutisk pneumothorax
KTGB	Mindre kirurgiske procedurer på trakea
KTGB00	Nålebiopsi af trakea
KTGD	Mindre kirurgiske procedurer på lunger
KTGD00	Nålebiopsi af lunge
KTGE	Mindre kirurgiske procedurer på mediastinum
KTGE00	Nålebiopsi af mediastinum
KTGW	Andre mindre thoraxkirurgiske procedurer
KTGW99	Anden mindre thoraxkirurgisk procedure
KTH	Mindre kirurgiske procedurer på bryst
KTHA	Mindre kirurgiske procedurer på bryst
KTHA00	Nålebiopsi af papilla mammae
KTHA10	Nålebiopsi af bryst
KTHA10A	Stereotaktisk nålebiopsi af bryst
KTHA10B	Finnålsbiopsi af bryst
KTHA10C	Grovnålsbiopsi af bryst
KTHA10D	Stereotaktisk grovnålsbiopsi af bryst
KTHA10E	Stereotaktisk vakuum-grovnålsbiopsi af bryst
KTHA10F	Ultralydsvejledt vakuum-grovnålsbiopsi af bryst
KTHA10G	MR-vejledt vakuum-grovnålsbiopsi af bryst
KTHA20	Anlæggelse af dræn i bryst
KTHA30	Punktur og aspiration af cyste i bryst
KTHA40	Punktur og udtømning af absces i mamma
KTHW	Andre mindre kirurgiske procedurer på bryst
KTHW99	Anden mindre kirurgisk procedure på bryst
KTJ	Mindre gastroenterologiske procedurer
KTJA	Mindre kirurgiske procedurer på fordøjelsesorganer, bughule og bughinde
KTJA00	Punktur af peritoneum
KTJA10	Laparocentese
KTJA10A	Ascitespunktur
KTJA10B	Terapeutisk ascites tømning
KTJA11	Anlæggelse af tunneleret asciteskateter
KTJA15	Nålebiopsi af bugvæg
KTJA20	Perkutan peritoneal lavage
KTJA40	Perkutan drænage af intraperitoneal absces
KTJA50	Indlæggelse af intraperitoneal injektionsport
KTJA55	Fjernelse af intraperitoneal injektionsport
KTJC	Mindre kirurgiske procedurer på spiserør
KTJC32	Endoskopisk nålebiopsi fra øsofagus
KTJD	Mindre kirurgiske procedurer på mavesæk og tolvfingertarm
KTJD32	Endoskopisk nålebiopsi fra mavesæk
KTJD35	Endoskopisk nålebiopsi fra tolvfingertarm
KTJD40	Perkutan nålebiopsi af mavesæk
KTJD99	Anden mindre operation på mavesæk eller tolvfingertarm
KTJD99A	Perkutan justering af gastric banding
KTJF	Mindre kirurgiske procedurer på tyndtarm og tyktarm
KTJF20	Peroral tyndtarmsbiopsi
KTJF22	Endoskopisk nålebiopsi fra tyndtarm
KTJF27	Endoskopisk nålebiopsi fra tyktarm
KTJF30	Desinvagination af tarm under røntgenkontrol
KTJF40	Perkutan nålebiopsi af tarm
KTJG	Mindre kirurgiske procedurer på endetarm
KTJG10	Fjernelse af fremmedlegeme fra endetarm
KTJG40	Perkutan nålebiopsi af endetarm
KTJG42	Endoskopisk nålebiopsi fra endetarm
KTJJ	Mindre kirurgiske procedurer på lever
KTJJ00	Perkutan nålebiopsi af lever
KTJJ02	Endoskopisk nålebiopsi af lever
KTJJ03	Implantation af guldseeds i lever
KTJJ10	Perkutan leverdestruktion
KTJK	Mindre kirurgiske procedurer på galdeveje
KTJK00	Peroperativ kolangiografi
KTJK01	Laparoskopisk kolangiografi
KTJK40	Perkutan nålebiopsi af galdeveje
KTJK42	Endoskopisk nålebiopsi fra galdeveje
KTJL	Mindre kirurgiske procedurer på pancreas
KTJL00	Perkutan nålebiopsi af pancreas
KTJL02	Endoskopisk nålebiopsi fra pancreas
KTJL03	Implantation af guldseeds i pancreas
KTJL10	Perkutan drænage af pseudocyste eller absces i pancreas
KTJM	Mindre kirurgiske procedurer på milt
KTJM00	Perkutan nålebiopsi af milt
KTJM03	Perkutan punktur af cyste i milt
KTJW	Andre mindre kirurgiske procedurer på fordøjelsesorganer
KTJW99	Anden mindre gastroenterologisk operation
KTK	Mindre urologiske procedurer
KTKA	Mindre urologiske procedurer på nyre og nyrebækken
KTKA00	Nålebiopsi af nyre og nyrebækken
KTKA05	Cytologisk punktur af nyre
KTKA10	Perkutan punktur af nyre eller nyrebækken
KTKA10A	Perkutan anlæggelse af nefrostomikateter
KTKA20	Perkutan drænage af nyreabsces
KTKA30	Perkutan vævsdestruktion i nyre
KTKA30A	Perkutan vævsdestruktion i nyre ved radiofrekvensablation
KTKA30B	Perkutan vævsdestruktion i nyre ved kryobehandling
KTKA30B1	Perkutan vævsdestruktion i nyre ved kryobehandling, CT-vejledt
KTKA30B2	Perkutan vævsdestruktion i nyre ved kryobehandling, UL-vejledt
KTKC	Mindre urologiske procedurer på urinblære
KTKC00	Nålebiopsi af urinblære
KTKC10	Perkutan punktur af urinblære
KTKC10A	Anlæggelse af suprapubisk blærekateter
KTKC10B	Skift af blærekateter til ascitespumpe (ALFA pumpe)
KTKD	Mindre urologiske procedurer på urinrør
KTKD00	Dilatation af urinrør
KTKE	Mindre urologiske procedurer på prostata
KTKE00	Nålebiopsi af prostata
KTKE00A	Transrektal nålebiopsi af prostata
KTKE00A1	Transrektal nålebiopsi af prostata, UL-vejledt (TRUS)
KTKE00A2	Transrektal nålebiopsi af prostata, MR-vejledt
KTKE00A3	Transrektal nålebiopsi af prostata, vejledt af MR/UL-fusion
KTKE00B	Perkutan transperineal nålebiopsi af prostata
KTKE00B1	Perkutan transperineal nålebiopsi af prostata, UL-vejledt
KTKE00B2	Perkutan transperineal nålebiopsi af prostata, MR-vejledt
KTKE00B3	Perkutan transperineal nålebiopsi af prostata, vejledt af MR/UL-fusion
KTKE05	Cytologisk punktur af prostata
KTKE10	Punktur af prostata
KTKF	Mindre urologiske procedurer på mandlige genitalier
KTKF00	Nålebiopsi af testikel
KTKF05	Cytologisk punktur af testikel
KTKF10	Punktur af testikel
KTKF20	Nålebiopsi af epididymis
KTKF25	Cytologisk punktur af epididymis
KTKF30	Punktur af epididymis
KTKF60	Punktur af scrotum
KTKK	Mindre kirurgiske procedurer på retroperitoneum
KTKK00	Nålebiopsi af retroperitoneum
KTKK10	Punktur af retroperitoneum
KTKW	Andre mindre urologiske procedurer
KTKW99	Anden mindre urologisk operation
KTL	Mindre gynækologiske procedurer
KTLA	Mindre kirurgiske procedurer på ovarie
KTLA00	Nålebiopsi af ovarie
KTLB	Mindre kirurgiske procedurer på salpinx
KTLB00	Nålebiopsi af salpinx
KTLC	Mindre kirurgiske procedurer på uterus
KTLC20	Nålebiopsi af uterus
KTLD	Mindre kirurgiske procedurer på livmoderhals
KTLD10	Fjernelse af fremmedlegeme fra livmoderhals
KTLD20	Nålebiopsi af livmoderhals
KTLE	Mindre kirurgiske procedurer på vagina
KTLE00	Dilatation af vagina
KTLE10	Fjernelse af fremmedlegeme fra vagina
KTLE20	Transvaginal punktur af Cul-de-sac
KTLW	Andre mindre gynækologiske procedurer
KTLW99	Anden mindre gynækologisk procedure
KTLW99A	Løsning eller overskæring af vaginal slynge
KTLW99B	Stramning af vaginal slynge
KTM	Mindre obstetriske procedurer
KTMD	Episiotomier
KTMD00	Episiotomi
KTMD00A	Episiotomi på omskåret
KTMW	Andre mindre obstetriske procedurer
KTMW80	Udtagning af navlesnorsblod til stamcellehøst
KTMW99	Anden mindre obstetrisk procedure
KTN	Mindre kirurgiske procedurer på bevægeapparatet
KTNA	Mindre kirurgiske procedurer på columna og hals
KTNA00	Punktur eller nålebiopsi på columna eller hals
KTNA05	Mindre incision af bløddelsvæv på columna eller hals
KTNA10	Artrocentese på columna eller hals
KTNA11	Injektion af diagnostisk eller terapeutisk middel i led på columna eller hals
KTNA20	Aspiration af knoglemarv på columna eller hals
KTNA25	Borebiopsi af knoglemarv på columna eller hals
KTNA40	Anlæggelse af eksternt stræk på columna eller hals
KTNA45	Fjernelse af eksternt stræk på columna eller hals
KTNA50	Indsættelse af knoglemarkør i columna eller hals
KTNA55	Radiofrekvensablation (RFA) af nerve ved facetled
KTNA56	Radiofrekvensablation (RFA) af nerve ved sacroliliacaled
KTNB	Mindre kirurgiske procedurer på skulder og overarm
KTNB00	Punktur eller nålebiopsi på skulder eller overarm
KTNB05	Mindre incision af bløddelsvæv på skulder eller overarm
KTNB10	Artrocentese på skulderens led
KTNB11	Injektion af diagnostisk eller terapeutisk middel i led på skulder eller overarm
KTNB20	Aspiration af knoglemarv på skulder eller overarm
KTNB25	Borebiopsi af knoglemarv på skulder eller overarm
KTNB40	Anlæggelse af eksternt stræk på skulder eller overarm
KTNB45	Fjernelse af eksternt stræk på skulder eller overarm
KTNB50	Indsættelse af knoglemarkør i skulder eller overarm
KTNC	Mindre kirurgiske procedurer på albue og underarm
KTNC00	Punktur eller nålebiopsi på albue eller underarm
KTNC05	Mindre incision af bløddelsvæv på albue eller underarm
KTNC10	Artrocentese på albuled
KTNC11	Injektion af diagnostisk eller terapeutisk middel i led på albue eller underarm
KTNC20	Aspiration af knoglemarv på albue eller underarm
KTNC25	Borebiopsi af knoglemarv på albue eller underarm
KTNC40	Anlæggelse af eksternt stræk på albue eller underarm
KTNC45	Fjernelse af eksternt stræk på albue eller underarm
KTNC50	Indsættelse af knoglemarkør i albue eller underarm
KTND	Mindre kirurgiske procedurer på håndled og hånd
KTND00	Punktur eller nålebiopsi på håndled eller hånd
KTND05	Mindre incision af bløddelsvæv på håndled eller hånd
KTND10	Artrocentese på håndled eller hånd
KTND11	Injektion af diagnostisk eller terapeutisk middel i led på håndled eller hånd
KTND20	Aspiration af knoglemarv på håndled eller hånd
KTND25	Borebiopsi af knoglemarv på håndled eller hånd
KTND40	Anlæggelse af eksternt stræk på håndled eller hånd
KTND45	Fjernelse af eksternt stræk på håndled eller hånd
KTND50	Indsættelse af knoglemarkør i håndled eller hånd
KTNE	Mindre kirurgiske procedurer på bækken
KTNE00	Punktur eller nålebiopsi på bækken
KTNE05	Mindre incision af bløddelsvæv på bækken
KTNE10	Artrocentese på bækken
