Kode	Tekst
BWHA126	Behandling med cisplatin+vinorelbine
BWHA127	Behandling med carboplatin+vinkristin+etoposid
BWHA128	Behandling med cisplatin+gemcitabin
BWHA129	Behandling med carboplatin+gemcitabin
BWHA130	Behandling med carboplatin+methotrexat+vinblastin
BWHA131	Behandling med vinblastin+epirubicin
BWHA132	Behandling med cisplatin+5-fluorouracil
BWHA133	Behandling med cisplatin+etoposid+BCNU
BWHA134	Behandling med cyclophosphamid+vinkristin+prednisolon (CVP) (COP)
BWHA135	Behandling med VCR
BWHA136	Behandling med M2
BWHA137	Behandling med mitoxantron+vinkristin+prednisolon (NOP)
BWHA138	Behandling med BEACOPP
BWHA139	Behandling med cyclophosphamid+epirubicin (CE)
BWHA140	Behandling med cisplatin+etoposid
BWHA141	Behandling med tegafur/uracil
BWHA142	Behandling med tegafur/uracil+mitomycin
BWHA144	Behandling med cyclophosphamid+doxorubicin+vinkristin (CAV)
BWHA145	Behandling med dacarbazin
BWHA146	Behandling med 5-fluorouracil+doxorubicin
BWHA150	Behandling med bleomycin
BWHA151	Behandling med mitomycin
BWHA152	Behandling med procarbazin
BWHA153	Behandling med vinkristin
BWHA154	Behandling med melphalan
BWHA155	Behandling med lomustin
BWHA156	Behandling med cyclophosphamid+procarbazin+vinkristin+prednisolon (COPP)
BWHA157	Behandling med carboplatin+etoposid+bleomycin (BEC)
BWHA158	Behandling med ld-cytarabin
BWHA159	Behandling med melphalan+prednisolon (MP)
BWHA160	Behandling med cyclophosphamid+dexametason (Cy+dex)
BWHA161	Behandling med cytarabin+metotrexat+prednisolon intraspinalt (triple CNS)
BWHA162	Behandling med cytarabin intraspinalt
BWHA163	Behandling med liposomalt cytarabin intraspinalt
BWHA164	Behandling med cyclophosphamid+etoposid+vinkristin+prednisolon (CEOP)
BWHA165	Behandling med cyclophosphamid+doxorubicin+vinkristin+etoposid+prednisolon (CHOEP)
BWHA166	Behandling med cyclophosphamid+mitoxantron+vinkristin+prednisolon (CNOP)
BWHA167	Behandling med doxyrubicin+bleomycin+vinblastin+dacarbazin (ABVD)
BWHA168	Behandling med klorambucil+vinblastin+procarbazin+prednisolon (LVPP)
BWHA169	Behandling med vinblastin
BWHA170	Behandling med doxorubicin+vinblastin+gemcitabin (AVG)
BWHA171	Behandling med klorambucil+prednisolon (LP)
BWHA172	Behandling med fludarabinfosfat intravenøst
BWHA173	Behandling med fludarabinfosfat peroralt
BWHA174	Behandling med fludarabinfosfat+cyclophosphamid intravenøst (FC-iv)
BWHA175	Behandling med fludarabinfosfat+cyclophosphamid peroralt (FC-po)
BWHA176	Behandling med fludarabinfosfat+cyclophosphamid+mitoxantron (FMC)
BWHA177	Behandling med bendamustin
BWHA178	Behandling med cladribin
BWHA179	Behandling med tretionin
BWHA181	Behandling med hydroxurea
BWHA182	Behandling med busulfan
BWHA183	Behandling med vinkristin+ifosfamid+doxorubicin+etoposid (VIDE)
BWHA184	Behandling med methotrexat+doxorubicin+cisplatin (MAP)
BWHA185	Behandling med methotrexat+vinblastin+doxorubicin+cisplatin (MVAC)
BWHA186	Behandling med tioguanin
BWHA187	Behandling med nelarabin
BWHA188	Behandling med asparaginase
BWHA189	Behandling med pixantron
BWHA190	Behandling med trofosfamid
BWHA2	Kompleks cytostatisk behandling
BWHA201	Behandling med cisplatin+etoposid+bleomycin
BWHA202	Behandling med paclitaxel
BWHA202A	Behandling med nab-paclitaxel
BWHA203	Behandling med carboplatin+paclitaxel
BWHA204	Behandling med pacliatxel+epirubicin
BWHA205	Behandling med paclitaxel+capecitabin
BWHA206	Behandling med cisplatin+gemcitabin+paclitaxel
BWHA207	Behandling med paclitaxel+cisplatin+etoposid+bleomycin
BWHA208	Behandling med docetaxel
BWHA209	Behandling med cisplatin+docetaxel
BWHA210	Behandling med docetaxel+epirubicin
BWHA211	Behandling med docetaxel+gemcitabin
BWHA212	Behandling med irinotecan
BWHA213	Behandling med topotecan
BWHA214	Behandling med topotecan+cisplatin+etoposid+carboplatin
BWHA215	Behandling med temozolomid
BWHA216	Behandling med vinkristin+doxorubicin+dexametason (VAD)
BWHA217	Behandling med fludarabin i forbindelse med helkropsbestråling (konditionering)
BWHA218	Behandling med cyclophosphamid (med forceret alkaliniseret diurese)
BWHA219	Behandling med methotrexat (med forceret alkaliniseret diurese)
BWHA222	Behandling med capecitabin+oxaliplatin
BWHA223	Behandling med oxaliplatin+capecitabin+epirubicin
BWHA224	Behandling med cisplatin+carboplatin+bleomycin
BWHA225	Behandling med cisplatin+irinotecan
BWHA226	Behandling med cisplatin+topotecan
BWHA231	Behandling med 5-fluorouracil+oxaliplatin
BWHA232	Behandling med 5-fluorouracil+doxorubicin
BWHA233	Behandling med 5-fluorouracil+irinotecan
BWHA234	Behandling med fluorouracil + irinotecan + oxaliplatin
BWHA235	Behandling med gemcitabin+paclitaxel
BWHA236	Behandling med gemcitabin+capecitabin
BWHA237	Behandling med doxorubicin (liposomal)
BWHA238	Behandling med carboplatin+gemcitabin+paclitaxel
BWHA239	Behandling med pemetrexed
BWHA240	Behandling med cisplatin og pemetrexed
BWHA241	Behandling med vinkristin, actinomycin og cyclophosphamid (VAC)
BWHA242	Behandling med carboplatin og vinorelbin
BWHA247	Behandling med docetaxel+cyclophosphamid (TC)
BWHA251	Behandling med cisplatin+fosfamid+5-fluorouracil (CILF)
BWHA252	Behandling med docetaxel+carboplatin (TC)
BWHA253	Behandling med gemcitabin+oxaliplatin+capecitabin
BWHA254	Behandling med etoposid+oxaliplatin+capecitabin
BWHA255	Behandling med trabectedin
BWHA256	Behandling med azacitidin
BWHA257	Behandling med vinflunin
BWHA258	Behandling med cylophosphamid+doxorubicin+vinkristin+prednisolon eskaleret dosis (maxiCHOP)
BWHA259	Behandling med gemcitabin+vinorelbin+doxorubicin liposomalt (GVD)
BWHA260	Behandling med pxd101 + doxorubicin
BWHA261	Behandling med lomustin+vinkristin+cisplatin
BWHA262	Behandling med eribulin
BWHA263	Behandling med cabazitaxel
BWHA3	Behandling med højdosis cytostatika
BWHA30	Højdosis cytostatisk behandling
BWHA301	Behandling med højdosis Ara-C
BWHA302	Behandling med mitoxantron+Ara-C
BWHA303	Behandling med daunorubicin+Ara-C ("3+7" og "2+5")
BWHA304	Behandling med FLAG-Idarubicin
BWHA305	Behandling med mAMSA+etoposid
BWHA306	Behandling med højdosis etoposid
BWHA307	Behandling med Codox M
BWHA308	Behandling med IVAC
BWHA309	Behandling med højdosis melfalan (konditionering)
BWHA31	Konditionering til behandling med stamcellestøtte
BWHA310	Behandling med BEAM (konditionering)
BWHA311	Behandling med cyklofosfamid i forbindelse med helkropsbestråling (konditionering)
BWHA312	Behandling med busulfan+cyclophosphamid (konditionering)
BWHA32	Konditionering til minitransplantation
BWHA4	Anden cytostatisk behandling
BWHA401	Behandling med imatinib
BWHA402	Behandling med bortezomib
BWHA403	Behandling med tipifarnib
BWHA404	Behandling med erlotinib
BWHA405	Behandling med lapatinib
BWHA406	Behandling med sunitinib
BWHA407	Behandling med sorafenib
BWHA408	Behandling med temsirolimus
BWHA409	Behandling med nilotinib
BWHA410	Behandling med pazopanib
BWHA411	Behandling med dasatinib
BWHA412	Behandling med vorinostat
BWHA413	Behandling med crizotinib
BWHA414	Behandling med neratinib
BWHA415	Behandling med anagrelid
BWHA416	Behandling med vemurafenib
BWHA417	Behandling med afatinib
BWHA418	Behandling med ruxolitinib
BWHA419	Behandling med dabrafenib
BWHA420	Behandling med trametinib
BWHA421	Behandling med alisertib
BWHA422	Behandling med regorafenib
BWHA423	Behandling med ridaforolimus
BWHA424	Behandling med cabozantinib
BWHA425	Behandling med bosutinib
BWHA426	Behandling med axitinib
BWHA427	Behandling med ibrutinib
BWHA428	Behandling med idelalisib
BWHA429	Behandling med ponatinib
BWHA430	Behandling med ribociclib
BWHA431	Behandling med ceretinib
BWHA432	Behandling med carfilzomib
BWHA433	Behandling med olaparib
BWHA434	Behandling med osimertinib
BWHA435	Behandling med merestinib
BWHA436	Behandling med tivozanib
BWHA437	Behandling med niraparib
BWHA438	Behandling med venetoclax
BWHA439	Behandling med ixazomib
BWHA440	Behandling med alectinib
BWHA441	Behandling med alpelisib
BWHA442	Behandling med palbociclib
BWHA443	Behandling med arsentrioxid
BWHA444	Behandling med abemaciclib
BWHA445	Behandling med panobinostat
BWHB	Behandling med biologisk modificerende stoffer
BWHB1	Behandling med interferoner
BWHB10	Behandling med alfa-interferon
BWHB10A	Behandling med interferon alfa-2A
BWHB10B	Behandling med interferon alfa-2B
BWHB11	Behandling med beta-interferon
BWHB2	Behandling med interleukiner
BWHB20	Behandling med interleukin-2
BWHB28	Behandling med andet interleukin
BWHB3	Behandling med biologisk modificeret stof med indvirkning på myoloide forstadier
BWHB30	Behandling med retinoider
BWHB4	Behandling med biologisk modificeret stof med indvirkning på knogleresorption
BWHB40	Behandling med bisfosfonat
BWHB40A	Behandling med zoledronsyre
BWHB40B	Behandling med ibandronat
BWHB40C	Behandling med pamidronat
BWHB41	Behandling med selektiv østrogen receptor modulator (SERM)
BWHB42	Behandling med denosumab
BWHB8	Behandling med andre biologisk modificerende stoffer
BWHB81	Behandling med thalidomid
BWHB82	Behandling med lenalidomid
BWHB83	Behandling med azathioprin
BWHB84	Behandling med eculizumab
BWHB85	Behandling med pirfenidon
BWHB86	Behandling med pomalidomid
BWHC	Hormonel og antihormonel antineoplastisk behandling
BWHC1	Antineoplastisk behandling med antiøstrogen
BWHC10	Behandling med Tamoxifen
BWHC11	Behandling med Fulvestrant
BWHC12	Behandling med Letrozol
BWHC13	Behandling med anastrozol
BWHC2	Antineoplastisk behandling med enzymhæmmer
BWHC20	Behandling med Exemestan
BWHC3	Antineoplastisk behandling med GnRH analog
BWHC30	Antineoplastisk behandling med histrelin
BWHC31	Behandling med goserelin
BWHC32	Behandling med leuprorelin
BWHC4	Antineoplastik behandling med progestogen
BWHC40	Antineoplastik behandling med medroxyprogesteronacetat
BWHC5	Antineoplastisk behandling med antiandrogen
BWHC50	Behandling med abirateron
BWHC51	Behandling med enzalutamid
BWHD	Fotodynamisk terapi
BWHE	Behandling med vækstfaktor
BWHE1	Behandling med keratinocyt vækstfaktor
BWHE10	Behandling med palifermin
BWHW	Særlige behandlinger ved neoplastisk sygdom
BWHW1	Dendritcellevaccination
BWK	Pædagogiske interventioner med relation til diverse behandlinger
BWKA	Instruktion i medicintagning
BWKB	Oplæring i injektionsteknik
BWS	Særlige specialiserede behandlinger
BWST	Særlige procedurer i forbindelse med visitation, undersøgelse og behandling ved traumer og andre akutte tilstande
BWST1	Visitation, undersøgelse og indledende behandling ved traumer
BWST1F	Traumemodtagelse
BWST2	Særlige procedurer i forbindelse med visitation, undersøgelse og behandling ved ikke-traumatiske akutte tilstande
BWST2A	Multidisciplinær akutmodtagelse af ikke-traume patient
BWT	Tilsyn og anden sundhedsfaglig rådgivning
BWTS	Second opinion
BWTS1	Læge-rekommanderet second opinion
BWTS7	Second opinion, ikke læge-rekommanderet
BWTT	Tilsyn ved sundhedsuddannede personer
BWTT1	Tilsyn ved speciallæge
BWTT11	Tilsyn, medicinske og kirurgiske
BWTT111	Tilsyn ved børnekirurg
BWTT112	Tilsyn ved neonatolog
BWTT113	Tilsyn ved pædiater
BWTT114	Tilsyn ved kardiolog
BWTT1141	Tilsyn ved børnekardiolog
BWTT115	Tilsyn ved endokrinolog
BWTT116	Tilsyn ved hepatolog
BWTT117	Tilsyn ved medicinsk gastroenterolog
BWTT118	Tilsyn ved neurolog
BWTT119	Tilsyn ved neurokirurg
BWTT11A	Tilsyn ved kirurgisk gastroenterolog
BWTT11B	Tilsyn ved nefrolog
BWTT11C	Tilsyn ved reumatolog
BWTT11D	Tilsyn ved ortopædkirurg
BWTT11E	Tilsyn ved onkolog
BWTT11E1	Tilsyn ved børneonkolog
BWTT11F	Tilsyn ved geriater
BWTT11G	Tilsyn ved gynækolog
BWTT11H	Tilsyn ved øre-næse-halslæge
BWTT11O	Tilsyn ved obstetriker
BWTT11P	Tilsyn ved psykiater
BWTT11Q	Tilsyn ved oftalmolog
BWTT18	Tilsyn ved anden speciallæge
BWTT18K	Tilsyn, kirurgisk UNS
BWTT18M	Tilsyn, medicinsk UNS
BWTT18R	Tilsyn ved radiolog
BWTT19	Tilsyn ved speciallæge UNS
BWTT8	Tilsyn ved anden sundhedsuddannet person
BWTT9	Tilsyn ved sundhedsuddannet person UNS
BWW	Andre forhold vedr. behandling og undersøgelse
BWW1	Behandling og undersøgelse uden samtykke
BWW11	Behandling og undersøgelse uden samtykke efter Sociallovens § 44
BWW2	Behandling og undersøgelse med samtykke
BWW21	Informeret samtykke
BWW21A	Informeret samtykke til kirurgisk behandling
BWW21B	Informeret samtykke til medicinsk behandling
BWW21C	Informeret samtykke til endelig behandlingsplan
BWW3	Behandling og undersøgelse i medfør af sundhedslovens § 106 eller 107
BWWB	Behandlingsplanlægning
BWWB1	Seponering af medikamentel behandling
BWWB1A	Seponering af medikamentel antipsykotisk behandling
BWWB1A1	Seponering af medikamentel antipsykotisk behandling pga. bivirkninger
BWWB1A9	Seponering af medikamentel antipsykotisk behandling af årsager uden specifikation
BWWB1B	Seponering af medikamentel anxiolytisk behandling
BWWB1B1	Seponering af medikamentel anxiolytisk behandling pga. bivirkninger
BWWB1B9	Seponering af medikamentel anxiolytisk behandling af årsager uden specifikation
BWWB2	Pausering af medikamentel behandling
BWWB2A	Præoperativ pausering af medikamentel behandling
BX	Interventioner uden specifikation
BXA	Intervention uden specifikation
BXAA	Behandling uden specifikation
BXAB	Efterbehandling uden specifikation
BXAB0	Medicinsk efterbehandling uden specifikation
BXAW	Ophold på afdeling uden specifikation
BXB	Palliativ behandling og pleje
BXBA	Specialiseret palliativ indsats
BXBA0	Specialiseret palliativ indsats med lægelig intervention
BXBA1	Specialiseret palliativ indsats med sygeplejefaglig intervention
BXBA2	Specialiseret palliativ indsats med psykologisk intervention
BXBA3	Specialiseret palliativ indsats med diætistisk intervention
BXBA4	Specialiseret palliativ indsats med fysioterapeutisk intervention
BXBA5	Specialiseret palliativ indsats med ergoterapeutisk intervention
BXBA6	Specialiseret palliativ indsats med socialrådgivning
BXBA7	Specialiseret palliativ indsats med samtale med præst
BXP	Pleje ikke klassificeret andetsteds
BXPA	Præoperativ pleje
BXPB	Postoperativ pleje
BXX	Integreret intervention uden specifikation
BXXA	Forløbskoordination og tværsektoriel indsats
BXXA0	Forløbskoordination
BXXA1	Tværsektoriel indsats
BXXB	Tværfaglig intervention
BXXB0	Tværfaglig udredning og behandling
BXXB1	Tværfaglig intervention med henblik på øget sygdomsindsigt og egenomsorg
BZ	Tillægskoder til Behandlings- og Plejeklassifikationen
BZA	administrationsvej for lægemidler
BZAA	via det perifere nervesystem
BZAA0	epiduralt
BZAA1	intrathekalt
BZAA2	perineuralt
BZAC	via øjet
BZAC0	okulært
BZAC1	intraokulært
BZAC2	retrobulbært
BZAC3	subkonjunktivalt
BZAD	via næse og øre
BZAD0	nasalt
BZAD1	aurikulært
BZAD2	endosinusialt
BZAE	i mundhulen
BZAE0	oralt
BZAE1	oromukosalt
BZAE2	dentalt
BZAE3	gingivalt
BZAF	i hjertet
BZAF0	intrakardielt
BZAF1	intrakoronart
BZAG	via luftveje
BZAG0	inhalation
BZAG00	inhalation med spray
BZAG2	endotrakeopulmonal instillation
BZAG3	intrapleuralt
BZAJ	via gastrointestinalkanalen
BZAJ0	peroralt
BZAJ1	rektalt
BZAJ2	gastrointestinal instillation
BZAJ3	intraperitonealt
BZAK	via urinveje
BZAK0	uretralt
BZAK1	intravesikalt
BZAL	via kvindelige kønsorganer eller fosterhinder
BZAL0	vaginalt
BZAL1	intrauterint
BZAL2	endocervikalt
BZAL3	intraamnionalt
BZAL4	intracervikalt
BZAL5	ekstraamnionalt
BZAM	via led-, sene- eller knoglehulrum
BZAM0	intramuskulært
BZAM1	intraartikulært
BZAM2	periartikulært
BZAM3	intrabursalt
BZAM4	intradiskalt
BZAM5	intrasternalt
BZAN	via blod- eller lymfekar
BZAN0	intravenøst
BZAN1	intraarterielt
BZAN2	intralymfatisk
BZAQ	via huden
BZAQ0	kutant
BZAQ1	intrakutant
BZAQ2	subkutant
BZAQ3	transdermalt
BZAQ4	subkutant depot
BZAX	indgift andre veje
BZAX0	intrakavernalt
BZAX1	intralæsionalt
BZB	Forhold ved indgreb i selvbestemmelsesretten for inhabile
BZBA	Begrundelse for indgreb i selvbestemmelsesretten for inhabil
BZBA1	Begrundelse for indgreb: bedste løsning af hensyn til patientens sikkerhed
BZBA2	Begrundelse for indgreb: åbenbar risiko for at patienten forlader sygehuset og udsætter sig for fare
BZBB	Beslutning af indgreb i selvbestemmelsesretten for inhabil
BZBB1	Beslutningen er truffet af overlæge
BZBB2	Beslutningen er truffet af anden læge
BZBC	Tilslutning til indgreb i selvbestemmelsesretten for inhabil
BZBC1	Overlægen har givet sin tilslutning til indgrebet
BZBC2	Overlægen har ophævet indgrebet
BZBD	Samtykke til indgreb i selvbestemmelsesretten for inhabil
BZBD1	Nærmeste pårørende har givet samtykke
BZBD2	Værge har givet samtykke
BZBD3	Ingen nærmeste pårørende eller værge
BZBD4	Nærmeste pårørende eller værge forvalter samtykke til åbenbar skade for patienten
BZC	administrationsmængde af lægemiddel
BZCA	antal lægemidler ordineret
BZCA0	antal antipsykotika ordineret
BZCA01	1 antipsykotikum ordineret
BZCA02	2 antipsykotika ordineret
BZCA03	3 antipsykotika ordineret
BZCA04	4 eller flere antipsykotika ordineret
BZCB	administration af lægemiddel som portion
BZCB1	antal portioner
BZD	Administrator af medicin
BZDA	Administrator af medicin, patient
BZDA1	lægemidlet administreret af patienten
BZDA2	medicineringen reguleret og administreret af patienten
BZF	behandlingsform
BZFA	holdbehandling eller -træning
BZFA00	hjertehold
BZFA001	hjerteinsufficienshold (hjerteinsufficiensklinik (HIK)
BZFA002	udvidet hjertehold
BZFA01	lungehold
BZFA02	mammahold
BZFA03	RIB-træningshold
BZFA04	hemiplegihold
BZFA05	osteoporosehold
BZFA06	bækkenløsningshold
BZFA07	bækkenbundshold
BZFA08	hoftealloplastikhold
BZFA09	amputationshold
BZFA10	knæhold
BZFA11	knæalloplastikhold
BZFA12	korsbåndsplastikhold
BZFA13	korsbåndslæsionshold
BZFA14	graviditetshold
BZFA15	efter fødselshold
BZFA16	geriatrisk hold
BZFA17	ADL-hold
BZFA18	skulderhold
BZFA19	hysterektomihold
BZFA20	hoftefrakturhold
BZFA21	adipositashold
BZFA22	ryghold
BZFB	gruppebehandling
BZFB0	behandling i gruppe
BZFB00	behandling i blandet gruppe
BZFB1	behandling i familiegruppe
BZFB10	behandling i familiegruppe med børn
BZFB11	behandling sammen med flere familiegrupper inkl. børn
BZFC	skolebehandling eller -træning
BZFC0	astmaskole
BZFC1	gigtskole
BZFC2	rygskole
BZFC3	diabetesskole
BZFC4	nyreskole
BZFC5	smerteskole
BZFC6	lungeskole
BZFC7	bækkenbundsskole
BZFC8	hjerteskole
BZFC8A	hypertensionsskole
BZFC9	anden skolebehandling
BZFC91	eksemskole
BZFC92	kræftskole
BZFC93	skleroseskole
BZFC94	stomiskole
BZFC95	AK-skole
BZFC96	rehabiliteringsskole
BZFC96A	onkologisk rehabiliteringsskole
BZFD	individuel behandling
BZFD0	patient alene
BZFD1	patient og pårørende
BZFD2	patient og andet behandlingspersonale
BZFD3	patient og netværksperson
BZFD4	patient og arbejdspladsrepræsentant
BZFD7	en behandler
BZFD8	flere behandlere
BZFD89	flere behandlere om samme procedure
BZFD9	pårørende uden patient
BZFE	behandling af par
BZP	Behandlingsprincip
BZPA	ABC-koncept
